ASSESSID;STOCKID;STOCKLONG;TSYEAR;SSB;Fm;SSBLIM;FLIM;comments;SSB/SSBLIM;F/FLIM
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1949;6.25E+05;3.64E-01;220000;0.74;;2.840909091;0.491891892
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1950;5.62E+05;3.75E-01;220000;0.74;;2.554545455;0.506756757
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1951;5.11E+05;4.26E-01;220000;0.74;;2.322727273;0.575675676
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1952;4.99E+05;5.20E-01;220000;0.74;;2.268181818;0.702702703
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1953;3.96E+05;3.95E-01;220000;0.74;;1.8;0.533783784
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1954;4.10E+05;4.16E-01;220000;0.74;;1.863636364;0.562162162
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1955;3.31E+05;5.02E-01;220000;0.74;;1.504545455;0.678378378
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1956;2.84E+05;6.14E-01;220000;0.74;;1.290909091;0.82972973
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1957;2.07E+05;5.25E-01;220000;0.74;;0.940909091;0.709459459
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1958;2.04E+05;5.27E-01;220000;0.74;;0.927272727;0.712162162
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1959;4.43E+05;5.32E-01;220000;0.74;;2.013636364;0.718918919
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1960;4.03E+05;5.12E-01;220000;0.74;;1.831818182;0.691891892
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1961;4.06E+05;6.47E-01;220000;0.74;;1.845454545;0.874324324
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1962;3.20E+05;7.58E-01;220000;0.74;;1.454545455;1.024324324
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1963;2.14E+05;8.74E-01;220000;0.74;;0.972727273;1.181081081
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1964;1.92E+05;6.75E-01;220000;0.74;;0.872727273;0.912162162
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1965;1.07E+05;5.55E-01;220000;0.74;;0.486363636;0.75
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1966;1.22E+05;5.06E-01;220000;0.74;;0.554545455;0.683783784
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1967;1.34E+05;5.36E-01;220000;0.74;;0.609090909;0.724324324
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1968;2.29E+05;5.78E-01;220000;0.74;;1.040909091;0.781081081
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1969;1.51E+05;7.60E-01;220000;0.74;;0.686363636;1.027027027
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1970;2.31E+05;6.97E-01;220000;0.74;;1.05;0.941891892
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1971;3.19E+05;5.85E-01;220000;0.74;;1.45;0.790540541
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1972;3.65E+05;6.91E-01;220000;0.74;;1.659090909;0.933783784
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1973;3.24E+05;6.07E-01;220000;0.74;;1.472727273;0.82027027
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1974;1.60E+05;6.35E-01;220000;0.74;;0.727272727;0.858108108
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1975;1.31E+05;6.35E-01;220000;0.74;;0.595454545;0.858108108
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1976;1.68E+05;6.59E-01;220000;0.74;;0.763636364;0.890540541
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1977;3.52E+05;8.06E-01;220000;0.74;;1.6;1.089189189
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1978;2.35E+05;9.72E-01;220000;0.74;;1.068181818;1.313513514
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1979;1.65E+05;7.82E-01;220000;0.74;;0.75;1.056756757
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1980;1.03E+05;7.77E-01;220000;0.74;;0.468181818;1.05
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1981;1.52E+05;7.65E-01;220000;0.74;;0.690909091;1.033783784
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1982;3.11E+05;8.15E-01;220000;0.74;;1.413636364;1.101351351
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1983;2.81E+05;7.76E-01;220000;0.74;;1.277272727;1.048648649
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1984;2.28E+05;8.87E-01;220000;0.74;;1.036363636;1.198648649
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1985;1.88E+05;7.89E-01;220000;0.74;;0.854545455;1.066216216
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1986;1.62E+05;9.03E-01;220000;0.74;;0.736363636;1.22027027
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1987;1.11E+05;1.02E+00;220000;0.74;;0.504545455;1.378378378
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1988;1.80E+05;9.53E-01;220000;0.74;;0.818181818;1.287837838
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1989;2.35E+05;6.49E-01;220000;0.74;;1.068181818;0.877027027
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1990;3.32E+05;3.68E-01;220000;0.74;;1.509090909;0.497297297
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1991;7.07E+05;3.16E-01;220000;0.74;;3.213636364;0.427027027
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1992;9.10E+05;4.48E-01;220000;0.74;;4.136363636;0.605405405
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1993;7.77E+05;5.77E-01;220000;0.74;;3.531818182;0.77972973
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1994;5.92E+05;7.97E-01;220000;0.74;;2.690909091;1.077027027
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1995;5.24E+05;7.81E-01;220000;0.74;;2.381818182;1.055405405
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1996;5.47E+05;7.66E-01;220000;0.74;;2.486363636;1.035135135
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1997;5.45E+05;9.45E-01;220000;0.74;;2.477272727;1.277027027
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1998;3.79E+05;9.60E-01;220000;0.74;;1.722727273;1.297297297
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1999;2.84E+05;9.59E-01;220000;0.74;;1.290909091;1.295945946
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2000;2.40E+05;8.22E-01;220000;0.74;;1.090909091;1.110810811
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2001;3.64E+05;7.07E-01;220000;0.74;;1.654545455;0.955405405
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2002;5.07E+05;6.54E-01;220000;0.74;;2.304545455;0.883783784
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2003;5.96E+05;5.74E-01;220000;0.74;;2.709090909;0.775675676
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2004;7.11E+05;7.18E-01;220000;0.74;;3.231818182;0.97027027
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2005;6.17E+05;7.17E-01;220000;0.74;;2.804545455;0.968918919
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2006;6.05E+05;6.56E-01;220000;0.74;;2.75;0.886486486
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2007;6.57E+05;4.49E-01;220000;0.74;;2.986363636;0.606756757
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2008;6.94E+05;3.16E-01;220000;0.74;;3.154545455;0.427027027
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2009;1.11E+06;2.69E-01;220000;0.74;;5.045454545;0.363513514
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2010;1.41E+06;2.74E-01;220000;0.74;;6.409090909;0.37027027
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2011;2.02E+06;2.65E-01;220000;0.74;;9.181818182;0.358108108
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2012;2.35E+06;2.40E-01;220000;0.74;;10.68181818;0.324324324
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2013;2.66E+06;2.69E-01;220000;0.74;;12.09090909;0.363513514
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2014;2.52E+06;2.99E-01;220000;0.74;;11.45454545;0.404054054
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2015;2.09E+06;3.22E-01;220000;0.74;;9.5;0.435135135
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2016;1.71E+06;3.38E-01;220000;0.74;;7.772727273;0.456756757
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2017;1.81E+06;4.01E-01;220000;0.74;;8.227272727;0.541891892
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;2018;1.49E+06;;220000;0.74;;6.772727273;0
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1982;;;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1983;;;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1984;;6.18E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1985;;5.25E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1986;;5.90E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1987;;5.08E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1988;;6.31E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1989;;3.81E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1990;;2.35E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1991;;1.93E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1992;;2.46E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1993;;2.33E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1994;;2.36E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1995;7.50E+04;2.93E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1996;5.62E+04;3.58E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1997;7.37E+04;3.84E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1998;3.27E+04;4.19E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);1999;2.38E+04;4.11E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2000;2.86E+04;3.35E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2001;2.32E+04;2.97E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2002;2.69E+04;3.36E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2003;1.55E+04;2.97E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2004;1.40E+04;2.86E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2005;1.27E+04;2.60E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2006;2.15E+04;2.80E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2007;2.47E+04;2.46E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2008;1.55E+04;2.35E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2009;1.35E+04;2.76E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2010;1.29E+04;2.34E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2011;1.67E+04;2.79E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2012;1.41E+04;2.27E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2013;2.29E+04;1.76E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2014;3.77E+04;1.58E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2015;1.68E+04;2.23E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2016;;2.46E-01;;;;;
AFWG-CODNEARNCW-1984-2017-ICESIMP2018;CODNEARNCW;Atlantic cod North-East Arctic (Norwegian coastal waters);2017;;3.31E-01;;;;;
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1980;;;14000;0.82;;;
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1981;4.04E+04;7.36E-01;14000;0.82;;2.885714286;0.897560976
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1982;3.81E+04;6.64E-01;14000;0.82;;2.721428571;0.809756098
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1983;3.41E+04;7.44E-01;14000;0.82;;2.435714286;0.907317073
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1984;3.18E+04;8.78E-01;14000;0.82;;2.271428571;1.070731707
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1985;2.51E+04;9.93E-01;14000;0.82;;1.792857143;1.21097561
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1986;1.96E+04;7.79E-01;14000;0.82;;1.4;0.95
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1987;2.09E+04;9.20E-01;14000;0.82;;1.492857143;1.12195122
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1988;2.68E+04;8.87E-01;14000;0.82;;1.914285714;1.081707317
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1989;2.30E+04;9.53E-01;14000;0.82;;1.642857143;1.162195122
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1990;1.89E+04;7.87E-01;14000;0.82;;1.35;0.959756098
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1991;1.56E+04;8.28E-01;14000;0.82;;1.114285714;1.009756098
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1992;1.32E+04;8.34E-01;14000;0.82;;0.942857143;1.017073171
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1993;1.65E+04;8.32E-01;14000;0.82;;1.178571429;1.014634146
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1994;1.73E+04;7.94E-01;14000;0.82;;1.235714286;0.968292683
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1995;1.77E+04;8.12E-01;14000;0.82;;1.264285714;0.990243902
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1996;1.77E+04;9.41E-01;14000;0.82;;1.264285714;1.147560976
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1997;1.30E+04;1.00E+00;14000;0.82;;0.928571429;1.219512195
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1998;1.12E+04;9.72E-01;14000;0.82;;0.8;1.185365854
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;1999;1.00E+04;1.05E+00;14000;0.82;;0.714285714;1.280487805
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2000;7.01E+03;9.42E-01;14000;0.82;;0.500714286;1.148780488
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2001;7.70E+03;9.99E-01;14000;0.82;;0.55;1.218292683
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2002;7.52E+03;1.05E+00;14000;0.82;;0.537142857;1.280487805
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2003;5.79E+03;1.06E+00;14000;0.82;;0.413571429;1.292682927
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2004;3.67E+03;1.01E+00;14000;0.82;;0.262142857;1.231707317
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2005;2.34E+03;1.19E+00;14000;0.82;;0.167142857;1.451219512
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2006;1.43E+03;8.82E-01;14000;0.82;;0.102142857;1.075609756
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2007;2.40E+03;1.07E+00;14000;0.82;;0.171428571;1.304878049
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2008;2.45E+03;1.01E+00;14000;0.82;;0.175;1.231707317
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2009;1.94E+03;8.71E-01;14000;0.82;;0.138571429;1.062195122
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2010;2.22E+03;8.45E-01;14000;0.82;;0.158571429;1.030487805
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2011;2.65E+03;1.11E+00;14000;0.82;;0.189285714;1.353658537
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2012;2.56E+03;8.79E-01;14000;0.82;;0.182857143;1.07195122
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2013;2.21E+03;8.99E-01;14000;0.82;;0.157857143;1.096341463
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2014;2.30E+03;7.51E-01;14000;0.82;;0.164285714;0.915853659
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2015;2.76E+03;6.88E-01;14000;0.82;;0.197142857;0.83902439
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2016;2.74E+03;9.44E-01;14000;0.82;;0.195714286;1.151219512
WGCSE-CODVIa-1980-2017-ICESIMP2018;CODVIa;Atlantic cod West of Scotland;2017;2.48E+03;;14000;0.82;;0.177142857;
