ASSESSID;STOCKID;STOCKLONG;TSYEAR;TBbest;TCbest;ERbest;BdivBmsypref;UdivUmsypref;BdivBmgtpref;UdivUmgtpref;TB;SSB;TN;R;TC;TL;RecC;F;ER;TBdivTBmsy;SSBdivSSBmsy;NdivNmsy;FdivFmsy;ERdivERmsy;CdivMSY;CdivMEANC;TBdivTBmgt;SSBdivSSBmgt;NdivNmgt;FdivFmgt
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2016;2.19E+05;5.11E+04;0.233333333;0.8;1.35483871;0.8;1.05;2.19E+05;1.20E+05;;3.86E+08;5.11E+04;3.86E+04;;4.20E-01;0.233333333;;;;1.35483871;;;0.288822206;;0.8;;1.05
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2017;2.43E+05;4.67E+04;0.19218107;0.76;1.419354839;0.76;1.1;2.43E+05;1.14E+05;;9.74E+07;4.67E+04;3.76E+04;;4.40E-01;0.19218107;;;;1.419354839;;;0.263952975;;0.76;;1.1
WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018;CODIIIaW-IV-VIId;Atlantic cod ICES 3a(west)-4-7d;2018;;;;0.786666667;;0.786666667;;;1.18E+05;;;;;;;;;;;;;;;;0.786666667;;
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1968;3.10E+04;9.83E+03;0.317096774;1.822191272;1.935275081;1.822191272;1.935275081;3.10E+04;1.57E+04;;4.97E+07;9.83E+03;8.54E+03;;5.98E-01;0.317096774;;;;1.935275081;;;1.541945976;;1.822191272;;1.935275081
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1969;3.20E+04;9.89E+03;0.3090625;1.775766017;2.572815534;1.775766017;2.572815534;3.20E+04;1.53E+04;;7.09E+07;9.89E+03;7.99E+03;;7.95E-01;0.3090625;;;;2.572815534;;;1.55135765;;1.775766017;;2.572815534
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1970;3.57E+04;7.13E+03;0.199719888;1.357938719;1.925566343;1.357938719;1.925566343;3.57E+04;1.17E+04;;1.17E+08;7.13E+03;6.43E+03;;5.95E-01;0.199719888;;;;1.925566343;;;1.118420631;;1.357938719;;1.925566343
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1971;3.66E+04;9.61E+03;0.262568306;1.497214485;2.1197411;1.497214485;2.1197411;3.66E+04;1.29E+04;;4.16E+07;9.61E+03;9.25E+03;;6.55E-01;0.262568306;;;;2.1197411;;;1.507436503;;1.497214485;;2.1197411
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1972;4.27E+04;1.08E+04;0.2529274;1.891829155;1.86407767;1.891829155;1.86407767;4.27E+04;1.63E+04;;1.10E+08;1.08E+04;9.23E+03;;5.76E-01;0.2529274;;;;1.86407767;;;1.694101377;;1.891829155;;1.86407767
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1973;3.93E+04;1.30E+04;0.330788804;2.39090065;2.414239482;2.39090065;2.414239482;3.93E+04;2.06E+04;;2.54E+07;1.30E+04;1.18E+04;;7.46E-01;0.330788804;;;;2.414239482;;;2.039196102;;2.39090065;;2.414239482
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1974;3.88E+04;1.20E+04;0.309278351;2.007892293;2.165048544;2.007892293;2.165048544;3.88E+04;1.73E+04;;8.78E+07;1.20E+04;1.03E+04;;6.69E-01;0.309278351;;;;2.165048544;;;1.882334864;;2.007892293;;2.165048544
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1975;3.26E+04;1.07E+04;0.328220859;2.065923863;2.411003236;2.065923863;2.411003236;3.26E+04;1.78E+04;;2.79E+07;1.07E+04;9.86E+03;;7.45E-01;0.328220859;;;;2.411003236;;;1.678415253;;2.065923863;;2.411003236
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1976;2.90E+04;1.06E+04;0.365517241;1.601671309;2.446601942;1.601671309;2.446601942;2.90E+04;1.38E+04;;4.26E+07;1.06E+04;1.02E+04;;7.56E-01;0.365517241;;;;2.446601942;;;1.662729129;;1.601671309;;2.446601942
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1977;2.51E+04;8.26E+03;0.329083665;1.54363974;2.514563107;1.54363974;2.514563107;2.51E+04;1.33E+04;;4.60E+07;8.26E+03;8.05E+03;;7.77E-01;0.329083665;;;;2.514563107;;;1.295673831;;1.54363974;;2.514563107
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1978;2.82E+04;5.66E+03;0.20070922;1.133936862;1.818770227;1.133936862;1.818770227;2.82E+04;9.77E+03;;9.57E+07;5.66E+03;5.66E+03;;5.62E-01;0.20070922;;;;1.818770227;;;0.887834611;;1.133936862;;1.818770227
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1979;3.70E+04;7.55E+03;0.204054054;1.230269266;2.116504854;1.230269266;2.116504854;3.70E+04;1.06E+04;;1.14E+08;7.55E+03;7.55E+03;;6.54E-01;0.204054054;;;;2.116504854;;;1.184302352;;1.230269266;;2.116504854
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1980;4.04E+04;1.06E+04;0.262376238;1.450789229;2.181229773;1.450789229;2.181229773;4.04E+04;1.25E+04;;6.49E+07;1.06E+04;1.06E+04;;6.74E-01;0.262376238;;;;2.181229773;;;1.662729129;;1.450789229;;2.181229773
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1981;3.81E+04;1.40E+04;0.367454068;2.042711235;2.436893204;2.042711235;2.436893204;3.81E+04;1.76E+04;;2.88E+07;1.40E+04;1.40E+04;;7.53E-01;0.367454068;;;;2.436893204;;;2.196057341;;2.042711235;;2.436893204
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1982;3.49E+04;1.37E+04;0.392550143;2.332869081;2.724919094;2.332869081;2.724919094;3.49E+04;2.01E+04;;4.18E+07;1.37E+04;1.34E+04;;8.42E-01;0.392550143;;;;2.724919094;;;2.148998969;;2.332869081;;2.724919094
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1983;3.35E+04;1.04E+04;0.310447761;1.915041783;2.504854369;1.915041783;2.504854369;3.35E+04;1.65E+04;;6.54E+07;1.04E+04;1.00E+04;;7.74E-01;0.310447761;;;;2.504854369;;;1.631356882;;1.915041783;;2.504854369
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1984;3.01E+04;8.38E+03;0.278405316;1.346332405;2.404530744;1.346332405;2.404530744;3.01E+04;1.16E+04;;6.26E+07;8.38E+03;8.38E+03;;7.43E-01;0.278405316;;;;2.404530744;;;1.31449718;;1.346332405;;2.404530744
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1985;3.29E+04;1.05E+04;0.319148936;1.381151346;2.634304207;1.381151346;2.634304207;3.29E+04;1.19E+04;;4.98E+07;1.05E+04;1.05E+04;;8.14E-01;0.319148936;;;;2.634304207;;;1.647043006;;1.381151346;;2.634304207
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1986;3.97E+04;1.00E+04;0.251889169;1.415970288;2.627831715;1.415970288;2.627831715;3.97E+04;1.22E+04;;1.41E+08;1.00E+04;9.85E+03;;8.12E-01;0.251889169;;;;2.627831715;;;1.568612386;;1.415970288;;2.627831715
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1987;4.36E+04;1.30E+04;0.298165138;1.508820799;3.045307443;1.508820799;3.045307443;4.36E+04;1.30E+04;;6.71E+07;1.30E+04;1.29E+04;;9.41E-01;0.298165138;;;;3.045307443;;;2.039196102;;1.508820799;;3.045307443
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1988;3.42E+04;1.43E+04;0.418128655;1.439182916;3.155339806;1.439182916;3.155339806;3.42E+04;1.24E+04;;3.05E+07;1.43E+04;1.42E+04;;9.75E-01;0.418128655;;;;3.155339806;;;2.243115712;;1.439182916;;3.155339806
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1989;2.92E+04;1.30E+04;0.445205479;1.624883937;3.55987055;1.624883937;3.55987055;2.92E+04;1.40E+04;;3.59E+07;1.30E+04;1.28E+04;;1.10E+00;0.445205479;;;;3.55987055;;;2.039196102;;1.624883937;;3.55987055
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1990;2.22E+04;7.54E+03;0.33963964;1.143221913;2.873786408;1.143221913;2.873786408;2.22E+04;9.85E+03;;3.95E+07;7.54E+03;7.38E+03;;8.88E-01;0.33963964;;;;2.873786408;;;1.182733739;;1.143221913;;2.873786408
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1991;2.30E+04;7.26E+03;0.315652174;0.824048282;3.59223301;0.824048282;3.59223301;2.30E+04;7.10E+03;;6.63E+07;7.26E+03;7.10E+03;;1.11E+00;0.315652174;;;;3.59223301;;;1.138812592;;0.824048282;;3.59223301
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1992;2.12E+04;7.83E+03;0.369339623;0.701021356;3.786407767;0.701021356;3.786407767;2.12E+04;6.04E+03;;1.54E+07;7.83E+03;7.74E+03;;1.17E+00;0.369339623;;;;3.786407767;;;1.228223498;;0.701021356;;3.786407767
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1993;1.79E+04;7.71E+03;0.430726257;0.667363045;4.077669903;0.667363045;4.077669903;1.79E+04;5.75E+03;;4.30E+07;7.71E+03;7.56E+03;;1.26E+00;0.430726257;;;;4.077669903;;;1.20940015;;0.667363045;;4.077669903
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1994;1.61E+04;5.54E+03;0.344099379;0.572191272;4.30420712;0.572191272;4.30420712;1.61E+04;4.93E+03;;3.47E+07;5.54E+03;5.40E+03;;1.33E+00;0.344099379;;;;4.30420712;;;0.869011262;;0.572191272;;4.30420712
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1995;1.62E+04;4.75E+03;0.293209877;0.409702878;3.051779935;0.409702878;3.051779935;1.62E+04;3.53E+03;;3.31E+07;4.75E+03;4.59E+03;;9.43E-01;0.293209877;;;;3.051779935;;;0.745090883;;0.409702878;;3.051779935
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1996;1.81E+04;5.10E+03;0.281767956;0.512999071;3.268608414;0.512999071;3.268608414;1.81E+04;4.42E+03;;4.89E+07;5.10E+03;4.96E+03;;1.01E+00;0.281767956;;;;3.268608414;;;0.799992317;;0.512999071;;3.268608414
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1997;1.72E+04;5.98E+03;0.347674419;0.608170845;3.430420712;0.608170845;3.430420712;1.72E+04;5.24E+03;;1.49E+07;5.98E+03;5.86E+03;;1.06E+00;0.347674419;;;;3.430420712;;;0.938030207;;0.608170845;;3.430420712
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1998;1.20E+04;5.35E+03;0.445833333;0.673166202;3.116504854;0.673166202;3.116504854;1.20E+04;5.80E+03;;3.77E+06;5.35E+03;5.32E+03;;9.63E-01;0.445833333;;;;3.116504854;;;0.839207627;;0.673166202;;3.116504854
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;1999;9.55E+03;4.94E+03;0.517277487;0.608170845;5.825242718;0.608170845;5.825242718;9.55E+03;5.24E+03;;2.84E+07;4.94E+03;4.78E+03;;1.80E+00;0.517277487;;;;5.825242718;;;0.774894519;;0.608170845;;5.825242718
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2000;7.27E+03;1.97E+03;0.270976616;0.17641597;4.692556634;0.17641597;4.692556634;7.27E+03;1.52E+03;;1.17E+07;1.97E+03;1.27E+03;;1.45E+00;0.270976616;;;;4.692556634;;;0.30901664;;0.17641597;;4.692556634
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2001;7.49E+03;2.32E+03;0.309746328;0.308727948;3.223300971;0.308727948;3.223300971;7.49E+03;2.66E+03;;1.45E+07;2.32E+03;2.25E+03;;9.96E-01;0.309746328;;;;3.223300971;;;0.363918074;;0.308727948;;3.223300971
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2002;6.54E+03;2.74E+03;0.418960245;0.353992572;4.563106796;0.353992572;4.563106796;6.54E+03;3.05E+03;;5.02E+06;2.74E+03;2.70E+03;;1.41E+00;0.418960245;;;;4.563106796;;;0.429799794;;0.353992572;;4.563106796
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2003;4.70E+03;1.50E+03;0.319148936;0.258820799;3.300970874;0.258820799;3.300970874;4.70E+03;2.23E+03;;8.67E+06;1.50E+03;1.29E+03;;1.02E+00;0.319148936;;;;3.300970874;;;0.235291858;;0.258820799;;3.300970874
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2004;4.47E+03;1.33E+03;0.29753915;0.234447539;3.048543689;0.234447539;3.048543689;4.47E+03;2.02E+03;;4.91E+06;1.33E+03;1.07E+03;;9.42E-01;0.29753915;;;;3.048543689;;;0.208625447;;0.234447539;;3.048543689
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2005;3.62E+03;1.11E+03;0.306629834;0.222841226;3.071197411;0.222841226;3.071197411;3.62E+03;1.92E+03;;5.38E+06;1.11E+03;9.10E+02;;9.49E-01;0.306629834;;;;3.071197411;;;0.174115975;;0.222841226;;3.071197411
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2006;3.23E+03;1.03E+03;0.318885449;0.189182916;3.656957929;0.189182916;3.656957929;3.23E+03;1.63E+03;;6.14E+06;1.03E+03;8.40E+02;;1.13E+00;0.318885449;;;;3.656957929;;;0.161567076;;0.189182916;;3.656957929
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2007;2.71E+03;8.47E+02;0.312546125;0.170612813;3.462783172;0.170612813;3.462783172;2.71E+03;1.47E+03;;1.26E+06;8.47E+02;7.02E+02;;1.07E+00;0.312546125;;;;3.462783172;;;0.132861469;;0.170612813;;3.462783172
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2008;2.21E+03;7.23E+02;0.327149321;0.157845868;3.624595469;0.157845868;3.624595469;2.21E+03;1.36E+03;;4.51E+06;7.23E+02;6.62E+02;;1.12E+00;0.327149321;;;;3.624595469;;;0.113410676;;0.157845868;;3.624595469
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2009;2.65E+03;5.54E+02;0.209056604;0.100162488;3.55987055;0.100162488;3.55987055;2.65E+03;8.63E+02;;8.50E+06;5.54E+02;4.66E+02;;1.10E+00;0.209056604;;;;3.55987055;;;0.086901126;;0.100162488;;3.55987055
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2010;3.67E+03;8.50E+02;0.231607629;0.125348189;3.333333333;0.125348189;3.333333333;3.67E+03;1.08E+03;;4.59E+06;8.50E+02;4.64E+02;;1.03E+00;0.231607629;;;;3.333333333;;;0.133332053;;0.125348189;;3.333333333
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2011;3.08E+03;4.13E+02;0.134090909;0.164809656;1.122977346;0.164809656;1.122977346;3.08E+03;1.42E+03;;5.45E+06;4.13E+02;3.65E+02;;3.47E-01;0.134090909;;;;1.122977346;;;0.064783692;;0.164809656;;1.122977346
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2012;3.99E+03;8.76E+02;0.219548872;0.228644383;1.925566343;0.228644383;1.925566343;3.99E+03;1.97E+03;;8.78E+06;8.76E+02;1.98E+02;;5.95E-01;0.219548872;;;;1.925566343;;;0.137410445;;0.228644383;;1.925566343
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2013;5.57E+03;3.58E+02;0.06427289;0.26810585;0.569579288;0.26810585;0.569579288;5.57E+03;2.31E+03;;1.40E+07;3.58E+02;2.06E+02;;1.76E-01;0.06427289;;;;0.569579288;;;0.056156323;;0.26810585;;0.569579288
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2014;7.33E+03;3.97E+02;0.054160982;0.456128134;0.378640777;0.456128134;0.378640777;7.33E+03;3.93E+03;;5.94E+06;3.97E+02;2.13E+02;;1.17E-01;0.054160982;;;;0.378640777;;;0.062273912;;0.456128134;;0.378640777
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2015;8.09E+03;3.08E+02;0.038071693;0.668523677;0.216828479;0.668523677;0.216828479;8.09E+03;5.76E+03;;6.75E+06;3.08E+02;1.61E+02;;6.70E-02;0.038071693;;;;0.216828479;;;0.048313261;;0.668523677;;0.216828479
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2016;8.65E+03;1.42E+02;0.016416185;0.832172702;0.091585761;0.832172702;0.091585761;8.65E+03;7.17E+03;;4.94E+04;1.42E+02;8.30E+01;;2.83E-02;0.016416185;;;;0.091585761;;;0.022274296;;0.832172702;;0.091585761
WGCSE-CODIS-1968-2017-ICESIMP2018;CODIS;Atlantic cod Irish Sea;2017;;;;1.195450325;;1.195450325;;;1.03E+04;;5.51E+06;;;;;;;;;;;;;;1.195450325;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;1996;;;;;;;;;;;1.95E+00;;;;;;;;;;;;;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;1997;;1.03E+04;4.53E-01;;;;;2.28E+00;2.57E+00;;1.66E+00;1.03E+04;9.46E+03;;1.10E+00;4.53E-01;;;;;;;4.093412312;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;1998;;7.50E+03;4.80E-01;;;;;1.89E+00;1.94E+00;;1.64E+00;7.50E+03;6.84E+03;;1.22E+00;4.80E-01;;;;;;;2.980640033;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;1999;;7.37E+03;5.31E-01;;;;;1.69E+00;1.84E+00;;9.20E-01;7.37E+03;6.61E+03;;1.26E+00;5.31E-01;;;;;;;2.928975606;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2000;;5.55E+03;5.07E-01;;;;;1.29E+00;1.41E+00;;8.04E-01;5.55E+03;4.90E+03;;1.35E+00;5.07E-01;;;;;;;2.205673625;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2001;;4.62E+03;4.88E-01;;;;;1.12E+00;1.21E+00;;1.44E+00;4.62E+03;3.96E+03;;1.44E+00;4.88E-01;;;;;;;1.836074261;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2002;;3.29E+03;3.37E-01;;;;;1.08E+00;1.17E+00;;3.51E-01;3.29E+03;2.47E+03;;1.20E+00;3.37E-01;;;;;;;1.307507428;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2003;;2.66E+03;3.37E-01;;;;;9.11E-01;1.02E+00;;2.17E+00;2.66E+03;2.05E+03;;1.06E+00;3.37E-01;;;;;;;1.057133665;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2004;;2.49E+03;2.95E-01;;;;;9.56E-01;9.42E-01;;1.09E+00;2.49E+03;1.40E+03;;1.03E+00;2.95E-01;;;;;;;0.989572491;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2005;;1.69E+03;1.82E-01;;;;;1.32E+00;1.18E+00;;1.17E+00;1.69E+03;1.07E+03;;1.09E+00;1.82E-01;;;;;;;0.671637554;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2006;;1.74E+03;1.62E-01;;;;;1.26E+00;1.25E+00;;3.24E-01;1.74E+03;8.76E+02;;1.06E+00;1.62E-01;;;;;;;0.691508488;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2007;;1.27E+03;1.74E-01;;;;;8.07E-01;8.81E-01;;1.80E-01;1.27E+03;6.45E+02;;1.25E+00;1.74E-01;;;;;;;0.504721712;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2008;;6.05E+02;1.23E-01;;;;;4.43E-01;5.35E-01;;5.66E-01;6.05E+02;4.49E+02;;1.42E+00;1.23E-01;;;;;;;0.240438296;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2009;;2.64E+02;9.31E-02;;;;;2.28E-01;2.21E-01;;5.48E-01;2.64E+02;1.97E+02;;1.36E+00;9.31E-02;;;;;;;0.104918529;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2010;;3.25E+02;1.09E-01;;;;;2.41E-01;1.89E-01;;6.68E-01;3.25E+02;1.55E+02;;1.06E+00;1.09E-01;;;;;;;0.129161068;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2011;;3.56E+02;1.01E-01;;;;;3.04E-01;2.70E-01;;1.49E+00;3.56E+02;1.45E+02;;7.23E-01;1.01E-01;;;;;;;0.141481047;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2012;;2.51E+02;;;;;;4.05E-01;3.41E-01;;2.19E+00;2.51E+02;9.40E+01;;6.15E-01;;;;;;;;0.099752086;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2013;;4.47E+02;;;;;;7.33E-01;5.97E-01;;6.72E-01;4.47E+02;9.20E+01;;4.81E-01;;;;;;;;0.177646146;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2014;;4.56E+02;;;;;;1.14E+00;8.51E-01;;3.78E-01;4.56E+02;1.08E+02;;4.45E-01;;;;;;;;0.181222914;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2015;;5.84E+02;;;;;;1.40E+00;1.38E+00;;8.20E-02;5.84E+02;1.03E+02;;5.77E-01;;;;;;;;0.232092504;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2016;;5.21E+02;;;;;;9.61E-01;1.08E+00;;6.98E-01;5.21E+02;2.99E+02;;7.30E-01;;;;;;;;0.207055128;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2017;;5.52E+02;;;;;;5.35E-01;5.92E-01;;;5.52E+02;2.94E+02;;5.30E-01;;;;;;;;0.219375106;;;;
WGBFAS-CODKAT-1996-2018-ICESIMP2018;CODKAT;Atlantic cod Kattegat;2018;;;;;;;;;5.27E-01;;;;;;;;;;;;;;;;;;
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1943;;;;;;;;;;;1.41E+09;;;;;;;;;;;;;;;;
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1944;;;;;;;;;;;6.20E+08;;;;;;;;;;;;;;;;
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1945;;;;;;;;;;;4.12E+08;;;;;;;;;;;;;;;;
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1946;4.20E+06;7.06E+05;0.168095238;2.154347826;0.5325;2.154347826;0.5325;4.20E+06;9.91E+05;;5.80E+08;7.06E+05;7.06E+05;;2.13E-01;0.168095238;;;;0.5325;;;1.05320736;;2.154347826;;0.5325
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1947;3.64E+06;8.82E+05;0.242307692;2.217391304;0.7875;2.217391304;0.7875;3.64E+06;1.02E+06;;8.79E+08;8.82E+05;8.82E+05;;3.15E-01;0.242307692;;;;0.7875;;;1.315763302;;2.217391304;;0.7875
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1948;3.52E+06;7.74E+05;0.219886364;1.819565217;0.785;1.819565217;0.785;3.52E+06;8.37E+05;;2.46E+09;7.74E+05;7.74E+05;;3.14E-01;0.219886364;;;;0.785;;;1.154649428;;1.819565217;;0.785
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1949;3.01E+06;8.00E+05;0.265780731;1.358695652;0.91;1.358695652;0.91;3.01E+06;6.25E+05;;2.32E+09;8.00E+05;8.00E+05;;3.64E-01;0.265780731;;;;0.91;;;1.193436101;;1.358695652;;0.91
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1950;2.83E+06;7.32E+05;0.258657244;1.22173913;0.9375;1.22173913;0.9375;2.83E+06;5.62E+05;;2.57E+09;7.32E+05;7.32E+05;;3.75E-01;0.258657244;;;;0.9375;;;1.091994033;;1.22173913;;0.9375
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1951;3.65E+06;8.27E+05;0.226575342;1.110869565;1.065;1.110869565;1.065;3.65E+06;5.11E+05;;8.49E+08;8.27E+05;8.27E+05;;4.26E-01;0.226575342;;;;1.065;;;1.23371457;;1.110869565;;1.065
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1952;4.05E+06;8.77E+05;0.21654321;1.084782609;1.3;1.084782609;1.3;4.05E+06;4.99E+05;;3.88E+08;8.77E+05;8.77E+05;;5.20E-01;0.21654321;;;;1.3;;;1.308304326;;1.084782609;;1.3
AFWG-CODNEAR-1943-2018-ICESIMP2018;CODNEAR;Atlantic cod North-East Arctic;1953;4.12E+06;6.96E+05;0.168932039;0.860869565;0.9875;0.860869565;0.9875;4.12E+06;3.96E+05;;7.46E+08;6.96E+05;6.96E+05;;3.95E-01;0.168932039;;;;0.9875;;;1.038289408;;0.860869565;;0.9875
